Filename,username,country,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C, TTR, Mean word rank, Mean naming RT, AoA
sampled_defrgthzjukiloaqsw.Germany.txt,defrgthzjukiloaqsw,Germany,23328,999,3574,2628,1218,1287,808,357,2377,23.3514,19.1527,8.8767,2.6306,2.9343,2.1576,0.4897,1.0567,1.2192,0.6634,0.2931,0.1358,1.9516,0.9045,0.320868296,1923.952754,605.8450176,5.257840637
sampled_deknegt1990.Netherlands.txt,deknegt1990,Netherlands,25586,907,3575,2610,1272,1210,822,493,2635,28.2095,20.1148,9.8031,2.8776,2.8105,2.0519,0.4636,0.9513,1.4024,0.6462,0.3876,0.1889,2.0715,1.0096,0.343793103,2047.405862,605.4582855,5.123663949
sampled_Delheru.Finland.txt,Delheru,Finland,27315,977,3928,2997,1292,1531,919,412,3183,27.958,21.1416,9.1141,3.0676,3.0402,2.3197,0.5108,1.185,1.3224,0.7113,0.3189,0.1375,2.4636,1.0621,0.335243084,2413.775413,609.3853513,5.452197986
sampled_delicious_cheese.Finland.txt,delicious_cheese,Finland,24517,952,2939,1826,1169,678,487,700,2384,25.7532,20.9726,13.4266,1.9181,2.5141,1.562,0.3713,0.58,1.2279,0.4166,0.5988,0.3834,2.0393,1.3056,0.200220224,1636.538447,603.4125119,5.635230708
sampled_DelusionalSocialist.Netherlands.txt,DelusionalSocialist,Netherlands,21653,981,3130,2482,1207,1138,745,254,2482,22.0724,17.9395,8.724,2.5301,2.5932,2.0563,0.4585,0.9428,1.2304,0.6172,0.2104,0.1023,2.0563,1,0.314386912,2011.21437,606.8854137,5.304756586
sampled_dem0nhunter.Germany.txt,dem0nhunter,Germany,20607,831,2900,2187,984,1080,623,438,2186,24.7978,20.9421,9.4225,2.6318,2.9472,2.2226,0.4938,1.0976,1.1841,0.6331,0.4451,0.2003,2.2215,0.9995,0.322864538,1857.302502,602.6755214,5.155884381
sampled_DemonConsulting.Germany.txt,DemonConsulting,Germany,31171,777,4412,3154,1142,1701,824,815,3303,40.1171,27.2951,9.883,4.0592,3.8634,2.7618,0.5393,1.4895,1.4698,0.7215,0.7137,0.2584,2.8923,1.0472,0.299776999,1727.056547,604.2080122,5.239115975
sampled_demultiplexer.Netherlands.txt,demultiplexer,Netherlands,26367,975,3329,2459,1310,1014,731,529,3127,27.0431,20.1275,10.7227,2.5221,2.5412,1.8771,0.4124,0.774,1.3436,0.558,0.4038,0.2151,2.387,1.2717,0.335270674,2883.042511,613.699576,5.680801003
sampled_Dent7777.Netherlands.txt,Dent7777,Netherlands,21775,921,3242,2424,1219,1101,828,555,2228,23.6428,17.863,8.9831,2.6319,2.6596,1.9885,0.4542,0.9032,1.3236,0.6792,0.4553,0.229,1.8277,0.9191,0.320910624,1835.283137,604.9377787,5.116144471
sampled_DerberAuner.Germany.txt,DerberAuner,Germany,25267,971,3929,2836,1264,1414,842,427,2756,26.0216,19.9897,8.9094,2.9207,3.1084,2.2437,0.4986,1.1187,1.3018,0.6661,0.3378,0.1506,2.1804,0.9718,0.294929286,1829.516557,604.8739527,5.261102893
sampled_DerLoladin.Germany.txt,DerLoladin,Germany,23604,966,3217,2412,1157,1146,727,620,2448,24.4348,20.401,9.7861,2.4969,2.7805,2.0847,0.4751,0.9905,1.1977,0.6283,0.5359,0.257,2.1158,1.0149,0.319543752,2346.735785,607.0258309,5.336026096
sampled_dermac.Germany.txt,dermac,Germany,23074,987,3803,2911,1201,1583,889,343,2409,23.3779,19.2123,7.9265,2.9493,3.1665,2.4238,0.5438,1.3181,1.2168,0.7402,0.2856,0.1178,2.0058,0.8276,0.29632778,2043.564094,603.6646458,5.252437497
sampled_DerSpini.Germany.txt,DerSpini,Germany,24933,880,3412,2338,1104,1137,677,514,2824,28.333,22.5842,10.6642,2.6568,3.0906,2.1178,0.4863,1.0299,1.2545,0.6132,0.4656,0.2198,2.558,1.2079,0.349330357,2202.863281,606.984147,5.279763255
sampled_derwisch.Germany.txt,derwisch,Germany,23583,1004,3160,2357,1190,1059,720,374,2824,23.489,19.8176,10.0055,2.3476,2.6555,1.9807,0.4493,0.8899,1.1853,0.605,0.3143,0.1587,2.3731,1.1981,0.38045007,2740.263889,609.4881641,5.406896088
sampled_DesperateWhiteMan.Denmark.txt,DesperateWhiteMan,Denmark,25872,851,3715,2781,1202,1390,805,655,2564,30.4019,21.5241,9.3031,3.2679,3.0907,2.3136,0.4998,1.1564,1.4125,0.6697,0.5449,0.2355,2.1331,0.922,0.252337955,1614.503225,602.872235,5.048063647
sampled_DevaKitty.Denmark.txt,DevaKitty,Denmark,26668,794,4308,3362,1293,1652,878,380,2789,33.5869,20.6249,7.9322,4.2343,3.3318,2.6002,0.4914,1.2776,1.6285,0.679,0.2939,0.113,2.157,0.8296,0.291772523,1495.963651,602.3699248,4.953768883
sampled_devinejoh.Sweden.txt,devinejoh,Sweden,25747,982,3659,2806,1291,1314,846,558,2991,26.2189,19.9435,9.1757,2.8574,2.8342,2.1735,0.4683,1.0178,1.3147,0.6553,0.4322,0.1989,2.3168,1.0659,0.341757322,2425.962343,609.0924189,5.472394584
sampled_devoting_my_time.Denmark.txt,devoting_my_time,Denmark,24722,974,3831,3025,1362,1297,834,417,2479,25.3819,18.1512,8.1726,3.1057,2.8128,2.221,0.4288,0.9523,1.3984,0.6123,0.3062,0.1379,1.8201,0.8195,0.284591732,1659.751794,602.6438528,5.124340585
sampled_DexterVane.Germany.txt,DexterVane,Germany,23308,979,3557,2863,1290,1396,896,409,2391,23.808,18.0682,8.1411,2.9244,2.7574,2.2194,0.4876,1.0822,1.3177,0.6946,0.3171,0.1429,1.8535,0.8351,0.302276708,1625.23958,604.5800212,5.110433334
sampled_dfedhli.Germany.txt,dfedhli,Germany,24898,993,3990,2989,1326,1527,942,461,2550,25.0735,18.7768,8.3299,3.0101,3.009,2.2541,0.5109,1.1516,1.3353,0.7104,0.3477,0.1542,1.9231,0.8531,0.294343401,1729.638245,603.0745149,5.146792028
sampled_dicemonger.Denmark.txt,dicemonger,Denmark,23757,1016,3275,2369,1215,1150,751,552,2482,23.3829,19.5531,10.0283,2.3317,2.6955,1.9498,0.4854,0.9465,1.1959,0.6181,0.4543,0.233,2.0428,1.0477,0.349848841,2496.964058,608.8256772,5.281272174
sampled_DickRhino.Sweden.txt,DickRhino,Sweden,25315,978,3707,2708,1282,1316,837,380,2739,25.8845,19.7465,9.3482,2.7689,2.8916,2.1123,0.486,1.0265,1.3108,0.6529,0.2964,0.1403,2.1365,1.0114,0.313505948,2002.242652,605.261309,5.245026643
sampled_DICTATUSNORDIC.Sweden.txt,DICTATUSNORDIC,Sweden,22304,784,3422,2632,1037,1369,723,404,2291,28.449,21.5082,8.4742,3.3571,3.2999,2.5381,0.5201,1.3202,1.3227,0.6972,0.3896,0.1535,2.2093,0.8704,0.283802101,1727.193833,602.6960636,5.186134774
sampled_Didalectic.Netherlands.txt,Didalectic,Netherlands,28473,1001,4186,3032,1236,1619,891,631,3157,28.4446,23.0364,9.3908,3.029,3.3867,2.4531,0.534,1.3099,1.2348,0.7209,0.5105,0.2081,2.5542,1.0412,0.345541674,2246.449427,608.3330198,5.383685018
sampled_didijustobama.Finland.txt,didijustobama,Finland,21525,565,3121,2354,751,1321,580,439,2462,38.0973,28.6618,9.144,4.1664,4.1558,3.1345,0.5612,1.759,1.3292,0.7723,0.5846,0.1865,3.2783,1.0459,0.312008802,2152.863722,606.6418659,5.296914908
sampled_DiethylamideProphet.Finland.txt,DiethylamideProphet,Finland,23828,926,3559,2745,1305,1299,877,535,2550,25.7322,18.259,8.6805,2.9644,2.7272,2.1034,0.4732,0.9954,1.4093,0.672,0.41,0.1949,1.954,0.929,0.299821631,2168.053997,606.8163754,5.316676836
sampled_Diggasson.Sweden.txt,Diggasson,Sweden,23424,970,3639,2782,1202,1392,804,542,2340,24.1485,19.4875,8.4198,2.868,3.0275,2.3145,0.5004,1.1581,1.2392,0.6689,0.4509,0.1948,1.9468,0.8411,0.292617897,1629.966839,602.0558741,5.022382934
sampled_digitalfrost.Germany.txt,digitalfrost,Germany,22593,994,3403,2644,1338,1176,844,368,2075,22.7294,16.8857,8.545,2.66,2.5433,1.9761,0.4448,0.8789,1.3461,0.6308,0.275,0.1392,1.5508,0.7848,0.309589993,1936.870222,605.4838074,5.167491983
sampled_dinkblagger.Norway.txt,dinkblagger,Norway,25845,987,3741,2793,1299,1335,862,502,2656,26.1854,19.8961,9.2535,2.8298,2.8799,2.1501,0.478,1.0277,1.3161,0.6636,0.3865,0.1797,2.0446,0.9509,0.327944573,2386.320356,606.2323685,5.328737519
sampled_DionysosX.Germany.txt,DionysosX,Germany,26620,988,3874,2880,1263,1528,964,522,3178,26.9433,21.0768,9.2431,2.915,3.0673,2.2803,0.5306,1.2098,1.2783,0.7633,0.4133,0.1812,2.5162,1.1035,0.318838174,2103.357178,609.0444753,5.375763831
sampled_Diplomjodler.Germany.txt,Diplomjodler,Germany,20706,992,3020,2215,1160,1043,740,340,2280,20.873,17.85,9.3481,2.2329,2.6034,1.9095,0.4709,0.8991,1.1694,0.6379,0.2931,0.1535,1.9655,1.0293,0.327929133,2147.409159,606.6756637,5.313640074
sampled_diredyre.Germany.txt,diredyre,Germany,28959,992,4458,3418,1441,1664,994,445,3053,29.1925,20.0965,8.4725,3.4456,3.0937,2.372,0.4868,1.1548,1.4526,0.6898,0.3088,0.1302,2.1187,0.8932,0.341138814,2238.155155,608.7482242,5.41376506
sampled_dirtyhappythoughts.Netherlands.txt,dirtyhappythoughts,Netherlands,22076,968,3501,2677,1221,1332,849,371,2178,22.8058,18.0803,8.2465,2.7655,2.8673,2.1925,0.4976,1.0909,1.2614,0.6953,0.3038,0.1386,1.7838,0.8136,0.32071576,1816.374054,604.005168,5.15996762
sampled_DirtyPoul.Denmark.txt,DirtyPoul,Denmark,22725,996,3469,2719,1311,1379,919,443,2308,22.8163,17.3341,8.3579,2.7299,2.6461,2.074,0.5072,1.0519,1.3163,0.701,0.3379,0.1629,1.7605,0.8488,0.299654577,1792.968394,604.2060934,5.206095846
sampled_Dnarg.Denmark.txt,Dnarg,Denmark,24264,1059,3683,2738,1319,1343,868,456,2512,22.9122,18.3958,8.8619,2.5855,2.7923,2.0758,0.4905,1.0182,1.2455,0.6581,0.3457,0.1665,1.9045,0.9175,0.284714119,1829.741124,603.0095296,5.149706952
sampled_dnl101.Germany.txt,dnl101,Germany,21495,974,3197,2491,1174,1212,781,480,2196,22.0688,18.3092,8.6291,2.5575,2.7232,2.1218,0.4866,1.0324,1.2053,0.6652,0.4089,0.1927,1.8705,0.8816,0.314900154,1815.997611,603.4012399,5.212601534
sampled_doberlae.Germany.txt,doberlae,Germany,26600,882,3826,2872,1179,1561,867,437,2919,30.1587,22.5615,9.2618,3.2562,3.2451,2.436,0.5435,1.324,1.3367,0.7354,0.3707,0.1522,2.4758,1.0164,0.285145228,1872.749876,606.4828643,5.212591164
sampled_doc_frankenfurter.Germany.txt,doc_frankenfurter,Germany,23022,993,3228,2452,1314,1061,788,485,2428,23.1843,17.5205,9.3891,2.4693,2.4566,1.8661,0.4327,0.8075,1.3233,0.5997,0.3691,0.1978,1.8478,0.9902,0.340821566,2448.188222,609.4965295,5.385439001
sampled_DocTomoe.Germany.txt,DocTomoe,Germany,25629,979,3646,2655,1257,1242,798,446,2950,26.1788,20.389,9.6531,2.712,2.9006,2.1122,0.4678,0.9881,1.284,0.6348,0.3548,0.168,2.3469,1.1111,0.360028349,2409.027463,608.2861451,5.404350834
sampled_DoctorWhoops.Netherlands.txt,DoctorWhoops,Netherlands,15157,591,2179,1760,806,869,543,315,1521,25.6464,18.8052,8.6119,2.978,2.7035,2.1836,0.4938,1.0782,1.3638,0.6737,0.3908,0.179,1.8871,0.8642,0.291777188,1713.18795,606.1333308,5.237611755
sampled_Doktor_Gruselglatz.Austria.txt,Doktor_Gruselglatz,Austria,29959,996,4143,3194,1331,1652,939,612,3188,30.0793,22.5086,9.3798,3.2068,3.1127,2.3997,0.5172,1.2412,1.3363,0.7055,0.4598,0.1916,2.3952,0.9981,0.308617594,1938.262657,606.0037703,5.192100698
sampled_Doldenberg.Germany.txt,Doldenberg,Germany,27010,994,4068,3008,1303,1537,905,455,2907,27.173,20.7291,8.9794,3.0262,3.122,2.3085,0.511,1.1796,1.3109,0.6946,0.3492,0.1513,2.231,0.9664,0.324561404,2294.434125,609.5966173,5.45226908
sampled_Domperidone.Germany.txt,Domperidone,Germany,25589,987,3388,2376,1291,981,673,770,2503,25.926,19.8211,10.7698,2.4073,2.6243,1.8404,0.4129,0.7599,1.308,0.5213,0.5964,0.3241,1.9388,1.0535,0.273453094,2882.817637,604.433905,5.29287717
sampled_DonManuel.Austria.txt,DonManuel,Austria,24128,967,3107,2366,1151,1077,733,456,2912,24.9514,20.9626,10.1978,2.4467,2.6994,2.0556,0.4552,0.9357,1.1903,0.6368,0.3962,0.1927,2.53,1.2308,0.35257732,2675.002749,611.1612744,5.572792589
sampled_Donuil23.Austria.txt,Donuil23,Austria,22741,971,3269,2595,1321,1167,812,414,2261,23.4202,17.215,8.7634,2.6725,2.4746,1.9644,0.4497,0.8834,1.3605,0.6147,0.3134,0.1595,1.7116,0.8713,0.299103943,1627.710932,603.0956508,5.06353042
sampled_Dooder39.Netherlands.txt,Dooder39,Netherlands,22047,936,3491,2596,1200,1252,800,397,2198,23.5545,18.3725,8.4927,2.7735,2.9092,2.1633,0.4823,1.0433,1.2821,0.6667,0.3308,0.1529,1.8317,0.8467,0.295418362,1658.007607,602.2380976,5.100759872
sampled_Dorfidiot.Sweden.txt,Dorfidiot,Sweden,19866,1005,3077,2255,1209,973,724,397,1969,19.7672,16.4318,8.8098,2.2438,2.5451,1.8652,0.4315,0.8048,1.203,0.5988,0.3284,0.1761,1.6286,0.8732,0.33971544,1938.53434,602.4144863,5.221429704
sampled_DorianGainsboro.Sweden.txt,DorianGainsboro,Sweden,25948,916,3816,2904,1242,1439,836,542,2778,28.3275,20.8921,8.9353,3.1703,3.0725,2.3382,0.4955,1.1586,1.3559,0.6731,0.4364,0.1866,2.2367,0.9566,0.304394236,1822.102829,604.2019507,5.253170941
sampled_DoubleHunter.Finland.txt,DoubleHunter,Finland,25223,986,3590,2741,1339,1361,923,466,2803,25.5811,18.8372,9.2021,2.7799,2.6811,2.0471,0.4965,1.0164,1.358,0.6893,0.348,0.17,2.0934,1.0226,0.288667142,1994.651639,606.3516998,5.152229141
sampled_Downvotesohoy.Denmark.txt,Downvotesohoy,Denmark,22755,1038,3574,2683,1291,1277,800,411,2294,21.922,17.6259,8.4812,2.5848,2.7684,2.0782,0.476,0.9892,1.2437,0.6197,0.3184,0.1532,1.7769,0.855,0.288373667,1546.357421,602.3480887,5.115694173
sampled_DPSOnly.Netherlands.txt,DPSOnly,Netherlands,24314,988,3704,2889,1231,1490,891,418,2412,24.6093,19.7514,8.4161,2.9241,3.0089,2.3469,0.5157,1.2104,1.246,0.7238,0.3396,0.1447,1.9594,0.8349,0.305367995,1640.10314,602.7407356,5.13014581
sampled_Dr_appleman.Iceland.txt,Dr_appleman,Iceland,26117,962,4405,3417,1322,1728,975,458,2508,27.1486,19.7557,7.6433,3.552,3.3321,2.5847,0.5057,1.3071,1.3742,0.7375,0.3464,0.134,1.8971,0.734,0.256206897,1061.713448,599.9388086,4.774087399
sampled_Dragneel.Netherlands.txt,Dragneel,Netherlands,22852,1010,3558,2772,1376,1194,779,459,2090,22.6257,16.6076,8.2439,2.7446,2.5858,2.0145,0.4307,0.8677,1.3624,0.5661,0.3336,0.1656,1.5189,0.754,0.298118912,1491.507894,602.5544738,4.839274112
sampled_drainX.Sweden.txt,drainX,Sweden,22620,981,3352,2518,1159,1300,825,426,2324,23.0581,19.5168,8.9833,2.5668,2.8921,2.1726,0.5163,1.1217,1.1814,0.7118,0.3676,0.1692,2.0052,0.923,0.278063339,1677.11358,604.4963587,5.137365199
sampled_Dramza.Netherlands.txt,Dramza,Netherlands,23182,978,3490,2610,1246,1292,846,411,2524,23.7035,18.6051,8.882,2.6687,2.801,2.0947,0.495,1.0369,1.274,0.679,0.3299,0.1575,2.0257,0.967,0.30124631,1950.518859,605.1748588,5.268138651
sampled_DrazV2.Finland.txt,DrazV2,Finland,23083,818,3464,2633,1217,1199,772,411,2089,28.2188,18.9671,8.7668,3.2188,2.8463,2.1635,0.4554,0.9852,1.4878,0.6343,0.3377,0.1561,1.7165,0.7934,0.287820958,1482.611381,600.3961584,5.071253234
sampled_DreamGirly_.Netherlands.txt,DreamGirly_,Netherlands,24652,927,3797,2942,1270,1473,879,441,2371,26.5933,19.411,8.3793,3.1737,2.9898,2.3165,0.5007,1.1598,1.37,0.6921,0.3472,0.1499,1.8669,0.8059,0.254731458,1651.806309,601.9631093,4.995130901
sampled_Droggelbecher.Germany.txt,Droggelbecher,Germany,21508,970,3038,2390,1237,1013,734,360,2254,22.1732,17.3872,8.9992,2.4639,2.4559,1.9321,0.4238,0.8189,1.2753,0.5934,0.291,0.1506,1.8222,0.9431,0.330033003,2081.621562,605.8336644,5.175689919
sampled_DrZeX.Austria.txt,DrZeX,Austria,26535,995,4113,3093,1258,1702,912,491,2997,26.6683,21.093,8.579,3.1085,3.2695,2.4587,0.5503,1.3529,1.2643,0.725,0.3903,0.1587,2.3824,0.969,0.276764607,1895.782168,604.841675,5.249882659
sampled_DuapDuap.Sweden.txt,DuapDuap,Sweden,23848,998,3586,2762,1214,1453,878,511,2342,23.8958,19.6442,8.6343,2.7675,2.9539,2.2751,0.5261,1.1969,1.2164,0.7232,0.4209,0.185,1.9292,0.8479,0.325751287,2042.538768,606.1267956,5.097765197
sampled_Duze.Denmark.txt,Duze,Denmark,23750,865,3784,2790,1236,1411,872,334,2194,27.4566,19.2152,8.5125,3.2254,3.0615,2.2573,0.5057,1.1416,1.4289,0.7055,0.2702,0.1197,1.7751,0.7864,0.282175814,1458.502995,603.2446302,5.075621055
sampled_DwayneSmith.Finland.txt,DwayneSmith,Finland,23539,962,3450,2749,1382,1246,903,313,2367,24.4688,17.0326,8.5628,2.8576,2.4964,1.9891,0.4533,0.9016,1.4366,0.6534,0.2265,0.1139,1.7127,0.861,0.26897019,1634.852473,603.1983165,5.05271304
sampled_Dyesce_.Germany.txt,Dyesce_,Germany,22158,969,3517,2710,1228,1347,807,550,2010,22.8669,18.044,8.1764,2.7967,2.864,2.2068,0.497,1.0969,1.2673,0.6572,0.4479,0.203,1.6368,0.7417,0.297983937,1536.336666,601.1861419,4.922968385
sampled_Dykam.Netherlands.txt,Dykam,Netherlands,21934,975,3519,2663,1293,1240,789,331,2211,22.4964,16.9637,8.2366,2.7313,2.7216,2.0596,0.4656,0.959,1.3262,0.6102,0.256,0.1243,1.71,0.8303,0.323467601,2117.877408,607.2360938,5.328142346
sampled_E_mE.Germany.txt,E_mE,Germany,26807,978,3987,2921,1243,1448,843,564,3014,27.41,21.5664,9.1773,2.9867,3.2076,2.35,0.4957,1.1649,1.271,0.6782,0.4537,0.1931,2.4248,1.0318,0.334918033,2398.390164,607.8281923,5.411981295
sampled_EagleDarkX.Netherlands.txt,EagleDarkX,Netherlands,9540,396,1566,1200,529,603,353,157,976,24.0909,18.034,7.95,3.0303,2.9603,2.2684,0.5025,1.1399,1.3359,0.6673,0.2968,0.1308,1.845,0.8133,0.300841515,1765.591164,604.6292125,5.208117489
sampled_Earl_of_Northesk.Germany.txt,Earl_of_Northesk,Germany,24059,966,3379,2608,1189,1252,789,416,2597,24.9058,20.2347,9.2251,2.6998,2.8419,2.1934,0.4801,1.053,1.2308,0.6636,0.3499,0.1595,2.1842,0.9958,0.300504202,2101.931765,606.2816979,5.361965362
sampled_EarlHammond.Germany.txt,EarlHammond,Germany,22200,997,3243,2510,1238,1148,779,713,2414,22.2668,17.9321,8.8446,2.5176,2.6195,2.0275,0.4574,0.9273,1.2417,0.6292,0.5759,0.2841,1.9499,0.9618,0.357038004,2532.778829,607.0488832,5.384245505
sampled_EB3031.Germany.txt,EB3031,Germany,25290,992,3656,2936,1367,1387,921,489,2525,25.494,18.5004,8.6138,2.9597,2.6745,2.1478,0.4724,1.0146,1.378,0.6737,0.3577,0.1666,1.8471,0.86,0.306847434,1776.433499,604.4160672,5.04152131
sampled_Ebu-Gogo.Netherlands.txt,Ebu-Gogo,Netherlands,25840,997,4334,3203,1358,1690,1034,426,2613,25.9178,19.028,8.0674,3.2126,3.1915,2.3586,0.5276,1.2445,1.3621,0.7614,0.3137,0.133,1.9242,0.8158,0.276025494,1449.222422,604.1194935,5.024797007
sampled_Econ_Orc.Denmark.txt,Econ_Orc,Denmark,22952,936,3034,2279,1148,1056,732,525,2862,24.5214,19.993,10.0711,2.4348,2.6429,1.9852,0.4634,0.9199,1.2265,0.6376,0.4573,0.2304,2.493,1.2558,0.34217016,3071.848027,609.7852213,5.500801648
sampled_edwinthedutchman.Netherlands.txt,edwinthedutchman,Netherlands,23821,866,3748,2680,1123,1361,766,447,2573,27.5069,21.2119,8.8884,3.0947,3.3375,2.3865,0.5078,1.2119,1.2968,0.6821,0.398,0.1668,2.2912,0.9601,0.333333333,1948.839513,604.195201,5.186123619
sampled_eferoth.Germany.txt,eferoth,Germany,14998,601,2122,1601,827,693,482,315,1509,24.9551,18.1354,9.3679,2.6639,2.5659,1.9359,0.4329,0.838,1.376,0.5828,0.3809,0.1968,1.8247,0.9425,0.306527415,1851.148477,604.9485466,5.150597445
sampled_Eff5850528.Sweden.txt,Eff5850528,Sweden,24828,991,3543,2802,1298,1297,818,450,2631,25.0535,19.1279,8.8608,2.8274,2.7296,2.1587,0.4629,0.9992,1.3098,0.6302,0.3467,0.1606,2.027,0.939,0.275908031,1827.266078,604.3442683,5.147510586
sampled_effa94.Sweden.txt,effa94,Sweden,24618,794,3727,2940,1199,1493,809,518,2622,31.005,20.5321,8.3735,3.7028,3.1084,2.452,0.5078,1.2452,1.5101,0.6747,0.432,0.1762,2.1868,0.8918,0.279644444,2023.594311,602.262103,5.189552896
sampled_Eilinen.Finland.txt,Eilinen,Finland,25640,1011,3741,2859,1299,1420,898,483,2803,25.361,19.7383,8.9682,2.8279,2.8799,2.2009,0.4967,1.0931,1.2849,0.6913,0.3718,0.1689,2.1578,0.9804,0.333681644,2170.99077,605.8092961,5.199349421
sampled_EisVisage.Germany.txt,EisVisage,Germany,23132,942,3372,2548,1188,1192,749,333,2329,24.5563,19.4714,9.0785,2.7049,2.8384,2.1448,0.4678,1.0034,1.2611,0.6305,0.2803,0.1307,1.9604,0.9141,0.286707056,1594.042053,604.4296974,5.106183583
sampled_el_loco_avs.Netherlands.txt,el_loco_avs,Netherlands,19958,913,3002,2245,1103,1050,682,392,2116,21.8598,18.0943,8.89,2.4589,2.7217,2.0354,0.4677,0.9519,1.2081,0.6183,0.3554,0.1746,1.9184,0.9425,0.315590659,1713.441277,604.5003505,5.143034809
sampled_elongated_smiley.Denmark.txt,elongated_smiley,Denmark,22686,977,3338,2590,1236,1264,819,368,2358,23.2201,18.3544,8.7591,2.651,2.7006,2.0955,0.488,1.0227,1.2651,0.6626,0.2977,0.1421,1.9078,0.9104,0.298560542,1661.438611,602.1936819,5.077249879
sampled_Eloquium.Netherlands.txt,Eloquium,Netherlands,24388,877,3448,2544,1099,1299,741,653,2833,27.8084,22.1911,9.5865,2.9008,3.1374,2.3148,0.5106,1.182,1.2531,0.6742,0.5942,0.2567,2.5778,1.1136,0.383007192,2714.515973,610.4576655,5.448305293
sampled_elperroborrachotoo.Germany.txt,elperroborrachotoo,Germany,24488,977,3558,2583,1237,1165,729,470,2713,25.0645,19.7963,9.4804,2.6438,2.8763,2.0881,0.451,0.9418,1.2661,0.5893,0.38,0.182,2.1932,1.0503,0.360792871,2275.149664,609.7950014,5.393316369
sampled_eltonnovs.Netherlands.txt,eltonnovs,Netherlands,21794,1000,3424,2539,1308,1070,763,375,2095,21.794,16.6621,8.5837,2.539,2.6177,1.9411,0.4214,0.818,1.308,0.5833,0.2867,0.1477,1.6017,0.8251,0.302685565,1805.035808,604.6748033,5.062285109
sampled_Emelelehh.Sweden.txt,Emelelehh,Sweden,23129,988,3506,2869,1312,1438,867,457,2330,23.4099,17.6288,8.0617,2.9038,2.6723,2.1867,0.5012,1.096,1.3279,0.6608,0.3483,0.1593,1.7759,0.8121,0.265864714,1796.875,603.2744339,5.131347884
sampled_empire314.Finland.txt,empire314,Finland,22100,976,3362,2576,1165,1370,815,298,2636,22.6434,18.97,8.5792,2.6393,2.8858,2.2112,0.5318,1.176,1.1936,0.6996,0.2558,0.1157,2.2627,1.0233,0.333108904,2042.36509,604.775176,5.351702932
sampled_emptyheady.Netherlands.txt,emptyheady,Netherlands,23526,986,3455,2619,1256,1229,775,496,2714,23.86,18.7309,8.9828,2.6562,2.7508,2.0852,0.4693,0.9785,1.2738,0.617,0.3949,0.1894,2.1608,1.0363,0.353561047,2631.71657,611.4890768,5.604773006
sampled_en1mal.Austria.txt,en1mal,Austria,24051,1010,3518,2644,1370,1113,765,454,2396,23.8129,17.5555,9.0964,2.6178,2.5679,1.9299,0.421,0.8124,1.3564,0.5584,0.3314,0.1717,1.7489,0.9062,0.291759465,1724.251842,603.5477159,5.099791821
sampled_endyn.Germany.txt,endyn,Germany,21596,959,3474,2617,1182,1243,776,335,2219,22.5193,18.2707,8.2522,2.7289,2.9391,2.214,0.475,1.0516,1.2325,0.6565,0.2834,0.128,1.8773,0.8479,0.298885006,1607.567316,602.3983548,5.197624728
sampled_Enibas.Germany.txt,Enibas,Germany,26172,991,3662,2748,1167,1422,796,542,3015,26.4097,22.4267,9.524,2.773,3.138,2.3548,0.5175,1.2185,1.1776,0.6821,0.4644,0.1972,2.5835,1.0972,0.370889488,2670.480683,609.2986979,5.468168289
sampled_EnigmaNL.Netherlands.txt,EnigmaNL,Netherlands,22110,963,3542,2664,1250,1210,815,387,2080,22.9595,17.688,8.2995,2.7664,2.8336,2.1312,0.4542,0.968,1.298,0.652,0.3096,0.1453,1.664,0.7808,0.309551399,1836.689455,603.7042878,5.163848381
sampled_Eonir.Sweden.txt,Eonir,Sweden,21493,995,2971,2203,1224,933,707,410,2539,21.601,17.5596,9.7562,2.2141,2.4273,1.7998,0.4235,0.7623,1.2302,0.5776,0.335,0.1861,2.0743,1.1525,0.348993289,2232.403188,607.9287178,5.264069072
sampled_Ercarret.Sweden.txt,Ercarret,Sweden,25832,999,3721,2883,1353,1459,935,418,2652,25.8579,19.0924,8.9601,2.8859,2.7502,2.1308,0.5061,1.0783,1.3544,0.6911,0.3089,0.145,1.9601,0.9199,0.281825591,1803.813366,605.576532,5.021552186
sampled_Ereaser.Netherlands.txt,Ereaser,Netherlands,22500,875,3508,2735,1255,1326,861,338,2132,25.7143,17.9283,8.2267,3.1257,2.7952,2.1793,0.4848,1.0566,1.4343,0.6861,0.2693,0.1236,1.6988,0.7795,0.276196743,1486.026649,602.1548872,5.026153791
sampled_escalat0r.Germany.txt,escalat0r,Germany,25640,954,4015,3240,1285,1598,870,432,2582,26.8763,19.9533,7.9136,3.3962,3.1245,2.5214,0.4932,1.2436,1.347,0.677,0.3362,0.1333,2.0093,0.7969,0.294446385,1597.687565,603.3675828,5.127263113
sampled_Esco91.Germany.txt,Esco91,Germany,28756,973,3859,2866,1257,1388,857,703,3173,29.554,22.8767,10.0335,2.9455,3.07,2.28,0.4843,1.1042,1.2919,0.6818,0.5593,0.2453,2.5243,1.1071,0.338269167,2088.798947,606.1805725,5.147717251
